ID,NAME,CODE_GENDER,FLAG_OWN_CAR,OWN_CAR,MARK_CAR,FLAG_OWN_REALTY,OWN_REALITY,MARK_REALTY,CNT_CHILDREN,MARK_CHILD,AMT_INCOME_TOTAL,MARK_INCOME,NAME_INCOME_TYPE,MARK_OCCUPATION,NAME_EDUCATION_TYPE,MARK_EDUCATION,NAME_FAMILY_STATUS,MARK_FAMILY,NAME_HOUSING_TYPE,MARK_HOUSE,DAYS_BIRTH,AGE,MARK_BIRTH,DAYS_EMPLOYED,EMP_YEARS,MARK_EMPLOYED,FLAG_MOBIL,MARK_MOBILE,FLAG_WORK_PHONE,MARK_WORK_PHONE,FLAG_PHONE,MARK_PHONE,FLAG_EMAIL,MARK_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MARK_FAM_MEM,Credit score
5008948,Craig,Male,N,0,0,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15484,42.42191781,3,-1408,3.857534247,4,1,1,1,3,1,3,0,0,Drivers,2,10,77
5008949,Jeremy,Male,N,0,0,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15484,42.42191781,3,-1408,3.857534247,4,1,1,1,3,1,3,0,0,Drivers,2,10,77
5008950,Dalton,Male,N,0,0,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-15484,42.42191781,3,-1408,3.857534247,4,1,1,1,3,1,3,0,0,Drivers,2,10,77
5008951,Grant,Male,N,0,0,Y,1,5,1,8,225000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-10321,28.27671233,5,-2808,7.693150685,5,1,1,0,0,0,0,0,0,,3,8,70
5008952,Larry,Male,N,0,0,Y,1,5,1,8,225000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-10321,28.27671233,5,-2808,7.693150685,5,1,1,0,0,0,0,0,0,,3,8,70
5008953,Jesse,Male,N,0,0,Y,1,5,1,8,225000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-10321,28.27671233,5,-2808,7.693150685,5,1,1,0,0,0,0,0,0,,3,8,70
5008955,Brenda,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008956,Sarah,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008958,Evelyn,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008959,Paula,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008960,Lisa,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008962,Tina,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008963,Teresa,Female,Y,1,5,Y,1,5,0,10,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-17785,48.7260274,3,-1712,4.690410959,4,1,1,0,0,0,0,0,0,Laborers,2,10,76
5008966,Austin,Male,N,0,0,Y,1,5,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-16027,43.90958904,3,-889,2.435616438,2,1,1,0,0,1,3,0,0,,2,10,72
5008967,Dennis,Male,N,0,0,Y,1,5,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-16027,43.90958904,3,-889,2.435616438,2,1,1,0,0,1,3,0,0,,2,10,72
5008971,James,Male,N,0,0,Y,1,5,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-16027,43.90958904,3,-889,2.435616438,2,1,1,0,0,1,3,0,0,,2,10,72
5008974,Denise,Female,N,0,0,Y,1,5,0,10,112500,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-22319,61.14794521,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,63
5008975,Audrey,Female,N,0,0,Y,1,5,0,10,112500,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-22319,61.14794521,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,63
5008978,Natasha,Female,N,0,0,Y,1,5,0,10,112500,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-22319,61.14794521,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,63
5008979,Sheri,Female,N,0,0,Y,1,5,0,10,112500,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-22319,61.14794521,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,63
5008984,Anthony,Male,Y,1,5,Y,1,5,0,10,112500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20874,57.1890411,2,-2381,6.523287671,5,1,1,0,0,1,3,0,0,Drivers,2,10,81
5008987,Michael,Male,Y,1,5,Y,1,5,0,10,112500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20874,57.1890411,2,-2381,6.523287671,5,1,1,0,0,1,3,0,0,Drivers,2,10,81
6153800,Shawn,Male,Y,1,5,Y,1,5,0,10,112500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20874,57.1890411,2,-2381,6.523287671,5,1,1,0,0,1,3,0,0,Drivers,2,10,81
5008991,Briana,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Secondary / secondary special,4,Separated,4,House / apartment,10,-16582,45.43013699,3,-1194,3.271232877,4,1,1,1,3,1,3,0,0,Cleaning staff,1,10,76
5008992,Leslie,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Secondary / secondary special,4,Separated,4,House / apartment,10,-16582,45.43013699,3,-1194,3.271232877,4,1,1,1,3,1,3,0,0,Cleaning staff,1,10,76
5008993,Darlene,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Secondary / secondary special,4,Separated,4,House / apartment,10,-16582,45.43013699,3,-1194,3.271232877,4,1,1,1,3,1,3,0,0,Cleaning staff,1,10,76
5008995,Brandi,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Secondary / secondary special,4,Separated,4,House / apartment,10,-16582,45.43013699,3,-1194,3.271232877,4,1,1,1,3,1,3,0,0,Cleaning staff,1,10,76
5112861,Felicia,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Secondary / secondary special,4,Separated,4,House / apartment,10,-16582,45.43013699,3,-1194,3.271232877,4,1,1,1,3,1,3,0,0,Cleaning staff,1,10,76
5008998,Danielle,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-10628,29.11780822,5,-828,2.268493151,2,1,1,0,0,0,0,1,3,Managers,2,10,83
5008999,Virginia,Female,Y,1,5,Y,1,5,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-10628,29.11780822,5,-828,2.268493151,2,1,1,0,0,0,0,1,3,Managers,2,10,83
5009000,Roy,Male,Y,1,5,Y,1,5,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9927,27.19726027,5,-828,2.268493151,2,1,1,0,0,0,0,0,0,Drivers,2,10,76
5009001,Nicholas,Male,N,0,0,Y,1,5,0,10,166500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18926,51.85205479,2,-6276,17.19452055,5,1,1,1,3,1,3,0,0,Laborers,2,10,77
5009002,Aaron,Male,N,0,0,Y,1,5,0,10,166500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18926,51.85205479,2,-6276,17.19452055,5,1,1,1,3,1,3,0,0,Laborers,2,10,77
5009006,Todd,Male,N,0,0,Y,1,5,0,10,166500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18926,51.85205479,2,-6276,17.19452055,5,1,1,1,3,1,3,0,0,Laborers,2,10,77
5009008,Cole,Male,N,0,0,Y,1,5,0,10,166500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18926,51.85205479,2,-6276,17.19452055,5,1,1,1,3,1,3,0,0,Laborers,2,10,77
5009014,Willie,Male,N,0,0,Y,1,5,0,10,166500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18926,51.85205479,2,-6276,17.19452055,5,1,1,1,3,1,3,0,0,Laborers,2,10,77
6153578,Francisco,Male,N,0,0,Y,1,5,0,10,166500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-18926,51.85205479,2,-6276,17.19452055,5,1,1,1,3,1,3,0,0,Laborers,2,10,77
5009016,Katherine,Female,N,0,0,Y,1,5,2,8,216000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-15444,42.31232877,3,-3112,8.526027397,5,1,1,0,0,0,0,1,3,,4,8,77
5009022,Veronica,Female,N,0,0,Y,1,5,2,8,216000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-15444,42.31232877,3,-3112,8.526027397,5,1,1,0,0,0,0,1,3,,4,8,77
5009023,Cheyenne,Female,N,0,0,Y,1,5,2,8,216000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-15444,42.31232877,3,-3112,8.526027397,5,1,1,0,0,0,0,1,3,,4,8,77
5009025,Julia,Female,N,0,0,Y,1,5,2,8,216000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-15444,42.31232877,3,-3112,8.526027397,5,1,1,0,0,0,0,1,3,,4,8,77
6153580,Candice,Female,N,0,0,Y,1,5,2,8,216000,6,State servant,10,Higher education,8,Married,10,House / apartment,10,-15444,42.31232877,3,-3112,8.526027397,5,1,1,0,0,0,0,1,3,,4,8,77
5009027,Whitney,Female,Y,1,5,Y,1,5,0,10,270000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-19861,54.41369863,2,-10843,29.70684932,5,1,1,0,0,0,0,1,3,Laborers,2,10,77
5112862,Adrienne,Female,Y,1,5,Y,1,5,0,10,270000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-19861,54.41369863,2,-10843,29.70684932,5,1,1,0,0,0,0,1,3,Laborers,2,10,77
5009028,Cheryl,Female,Y,1,5,Y,1,5,0,10,225000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-14450,39.5890411,4,-2777,7.608219178,5,1,1,0,0,0,0,0,0,Laborers,2,10,76
5009029,Kayla,Female,Y,1,5,Y,1,5,0,10,225000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-14450,39.5890411,4,-2777,7.608219178,5,1,1,0,0,0,0,0,0,Laborers,2,10,76
5009032,Ashley,Female,N,0,0,Y,1,5,0,10,315000,6,Working,8,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-10554,28.91506849,5,-1194,3.271232877,4,1,1,0,0,0,0,0,0,Accountants,1,10,65
6153669,Sandra,Female,N,0,0,Y,1,5,0,10,315000,6,Working,8,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-10554,28.91506849,5,-1194,3.271232877,4,1,1,0,0,0,0,0,0,Accountants,1,10,65
5009037,Deborah,Female,N,0,0,N,0,0,0,10,255150,6,Pensioner,2,Incomplete higher,6,Civil marriage,8,Rented apartment,8,-18682,51.18356164,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,56
5009038,Stacey,Female,N,0,0,N,0,0,0,10,255150,6,Pensioner,2,Incomplete higher,6,Civil marriage,8,Rented apartment,8,-18682,51.18356164,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,2,10,56
5009043,Belinda,Female,N,0,0,Y,1,5,0,10,148500,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17641,48.33150685,3,-889,2.435616438,2,1,1,0,0,0,0,0,0,Core staff,2,10,73
5009045,Miranda,Female,N,0,0,Y,1,5,0,10,148500,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17641,48.33150685,3,-889,2.435616438,2,1,1,0,0,0,0,0,0,Core staff,2,10,73
5009053,Anita,Female,N,0,0,Y,1,5,2,8,202500,6,Working,8,Higher education,8,Married,10,House / apartment,10,-10997,30.12876712,4,-2289,6.271232877,5,1,1,0,0,0,0,1,3,Core staff,4,8,76
5009055,Marilyn,Female,N,0,0,Y,1,5,2,8,202500,6,Working,8,Higher education,8,Married,10,House / apartment,10,-10997,30.12876712,4,-2289,6.271232877,5,1,1,0,0,0,0,1,3,Core staff,4,8,76
5009060,Cristina,Female,N,0,0,Y,1,5,0,10,94500,4,Pensioner,2,Higher education,8,Married,10,House / apartment,10,-22331,61.18082192,2,365243,1000.665753,3,1,1,0,0,1,3,0,0,,2,10,68
5009065,Timothy,Male,Y,1,5,Y,1,5,0,10,315000,6,Working,8,Secondary / secondary special,4,Civil marriage,8,House / apartment,10,-10450,28.63013699,5,-2077,5.690410959,5,1,1,0,0,0,0,0,0,Sales staff,2,10,77
5009066,Clinton,Male,Y,1,5,Y,1,5,0,10,315000,6,Working,8,Secondary / secondary special,4,Civil marriage,8,House / apartment,10,-10450,28.63013699,5,-2077,5.690410959,5,1,1,0,0,0,0,0,0,Sales staff,2,10,77
5009068,Dylan,Male,Y,1,5,Y,1,5,0,10,315000,6,Working,8,Secondary / secondary special,4,Civil marriage,8,House / apartment,10,-10450,28.63013699,5,-2077,5.690410959,5,1,1,0,0,0,0,0,0,Sales staff,2,10,77
5009071,Tiffany,Female,Y,1,5,Y,1,5,0,10,270000,6,Commercial associate,6,Incomplete higher,6,Civil marriage,8,Municipal apartment,4,-10264,28.12054795,5,-3173,8.693150685,5,1,1,0,0,1,3,1,3,High skill tech staff,2,10,77
5009072,Emily,Female,Y,1,5,Y,1,5,0,10,270000,6,Commercial associate,6,Incomplete higher,6,Civil marriage,8,Municipal apartment,4,-10264,28.12054795,5,-3173,8.693150685,5,1,1,0,0,1,3,1,3,High skill tech staff,2,10,77
6153722,Joanna,Female,Y,1,5,Y,1,5,0,10,270000,6,Commercial associate,6,Incomplete higher,6,Civil marriage,8,Municipal apartment,4,-10264,28.12054795,5,-3173,8.693150685,5,1,1,0,0,1,3,1,3,High skill tech staff,2,10,77
5009078,Ryan,Male,N,0,0,Y,1,5,1,8,180000,6,Working,8,Secondary / secondary special,4,Married,10,With parents,6,-14122,38.69041096,4,-1286,3.523287671,4,1,1,0,0,0,0,0,0,Drivers,3,8,64
5009079,Joy,Female,N,0,0,Y,1,5,0,10,112500,6,Working,8,Higher education,8,Civil marriage,8,House / apartment,10,-10064,27.57260274,5,-3173,8.693150685,5,1,1,0,0,0,0,1,3,Laborers,2,10,79
5009080,Shannon,Female,N,0,0,Y,1,5,0,10,112500,6,Working,8,Higher education,8,Civil marriage,8,House / apartment,10,-10064,27.57260274,5,-3173,8.693150685,5,1,1,0,0,0,0,1,3,Laborers,2,10,79
5009084,Cody,Male,N,0,0,Y,1,5,0,10,90000,4,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-20531,56.24931507,2,-5730,15.69863014,5,1,1,0,0,0,0,0,0,Drivers,2,10,69
6153724,Jose,Male,N,0,0,Y,1,5,0,10,90000,4,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-20531,56.24931507,2,-5730,15.69863014,5,1,1,0,0,0,0,0,0,Drivers,2,10,69
6153738,Thomas,Male,N,0,0,Y,1,5,0,10,90000,4,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-20531,56.24931507,2,-5730,15.69863014,5,1,1,0,0,0,0,0,0,Drivers,2,10,69
5009088,Tyler,Male,Y,1,5,N,0,0,2,8,202500,6,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-14730,40.35616438,3,-2989,8.189041096,5,1,1,0,0,0,0,0,0,Laborers,4,8,70
5009089,Evan,Male,Y,1,5,N,0,0,2,8,202500,6,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-14730,40.35616438,3,-2989,8.189041096,5,1,1,0,0,0,0,0,0,Laborers,4,8,70
6153740,Joshua,Male,Y,1,5,N,0,0,2,8,202500,6,Commercial associate,6,Higher education,8,Married,10,House / apartment,10,-14730,40.35616438,3,-2989,8.189041096,5,1,1,0,0,0,0,0,0,Laborers,4,8,70
5009090,Sergio,Male,Y,1,5,Y,1,5,0,10,247500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12628,34.59726027,4,-4025,11.02739726,5,1,1,0,0,0,0,0,0,Drivers,2,10,78
5009092,Luis,Male,Y,1,5,Y,1,5,1,8,765000,8,Working,8,Higher education,8,Married,10,House / apartment,10,-12197,33.41643836,4,-1194,3.271232877,4,1,1,1,3,0,0,0,0,Managers,3,8,82
5009098,Rebecca,Female,N,0,0,Y,1,5,1,8,270000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-13679,37.47671233,4,-4391,12.03013699,5,1,1,0,0,0,0,1,3,Accountants,3,8,70
5009105,Logan,Male,Y,1,5,Y,1,5,2,8,157500,6,Working,8,Secondary / secondary special,4,Married,10,With parents,6,-12859,35.23013699,4,-4056,11.11232877,5,1,1,0,0,1,3,0,0,Drivers,4,8,73
5009106,Stephen,Male,Y,1,5,Y,1,5,2,8,157500,6,Working,8,Secondary / secondary special,4,Married,10,With parents,6,-12859,35.23013699,4,-4056,11.11232877,5,1,1,0,0,1,3,0,0,Drivers,4,8,73
5112876,Isaiah,Male,Y,1,5,Y,1,5,2,8,157500,6,Working,8,Secondary / secondary special,4,Married,10,With parents,6,-12859,35.23013699,4,-4056,11.11232877,5,1,1,0,0,1,3,0,0,Drivers,4,8,73
5009108,Zachary,Male,N,0,0,Y,1,5,0,10,360000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-15321,41.97534247,3,-2747,7.526027397,5,1,1,0,0,0,0,0,0,Security staff,2,10,70
5009123,Jean,Female,N,0,0,N,0,0,0,10,157500,6,Commercial associate,6,Higher education,8,Separated,4,With parents,6,-15737,43.11506849,3,-432,1.183561644,2,1,1,0,0,0,0,0,0,,1,10,56
5009124,Kim,Female,N,0,0,N,0,0,0,10,157500,6,Commercial associate,6,Higher education,8,Separated,4,With parents,6,-15737,43.11506849,3,-432,1.183561644,2,1,1,0,0,0,0,0,0,,1,10,56
5009130,Robin,Female,N,0,0,N,0,0,0,10,157500,6,Commercial associate,6,Higher education,8,Separated,4,With parents,6,-15737,43.11506849,3,-432,1.183561644,2,1,1,0,0,0,0,0,0,,1,10,56
5009131,Alexis,Female,N,0,0,N,0,0,0,10,157500,6,Commercial associate,6,Higher education,8,Separated,4,With parents,6,-15737,43.11506849,3,-432,1.183561644,2,1,1,0,0,0,0,0,0,,1,10,56
5009134,Terry,Male,N,0,0,Y,1,5,0,10,382500,6,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-21673,59.37808219,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,1,10,59
5009135,Lee,Male,N,0,0,Y,1,5,0,10,382500,6,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-21673,59.37808219,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,1,10,59
5009137,Marcus,Male,N,0,0,Y,1,5,0,10,382500,6,Pensioner,2,Secondary / secondary special,4,Widow,6,House / apartment,10,-21673,59.37808219,2,365243,1000.665753,3,1,1,0,0,0,0,0,0,,1,10,59
5009142,Charlene,Female,N,0,0,N,0,0,0,10,135000,6,Working,8,Secondary / secondary special,4,Civil marriage,8,House / apartment,10,-9657,26.45753425,5,-1560,4.273972603,4,1,1,1,3,1,3,0,0,Managers,2,10,72
5009151,Desiree,Female,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19575,53.63013699,2,-2901,7.947945205,5,1,1,0,0,0,0,0,0,Sales staff,2,10,66
5009154,Sandy,Female,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19575,53.63013699,2,-2901,7.947945205,5,1,1,0,0,0,0,0,0,Sales staff,2,10,66
5009156,Diane,Female,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19575,53.63013699,2,-2901,7.947945205,5,1,1,0,0,0,0,0,0,Sales staff,2,10,66
5009160,Jo,Female,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19575,53.63013699,2,-2901,7.947945205,5,1,1,0,0,0,0,0,0,Sales staff,2,10,66
5009162,Rebekah,Female,N,0,0,N,0,0,0,10,180000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-19575,53.63013699,2,-2901,7.947945205,5,1,1,0,0,0,0,0,0,Sales staff,2,10,66
5009164,Joyce,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12915,35.38356164,4,-3174,8.695890411,5,1,1,0,0,1,3,0,0,Sales staff,2,10,71
5009166,Natalie,Female,N,0,0,N,0,0,0,10,157500,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-12915,35.38356164,4,-3174,8.695890411,5,1,1,0,0,1,3,0,0,Sales staff,2,10,71
5009170,Shawna,Female,Y,1,5,N,0,0,0,10,144000,6,Pensioner,2,Secondary / secondary special,4,Married,10,House / apartment,10,-22877,62.67671233,2,365243,1000.665753,3,1,1,0,0,1,3,1,3,,2,10,69
5009178,Javier,Male,Y,1,5,N,0,0,0,10,229500,6,Working,8,Incomplete higher,6,Married,10,Co-op apartment,9,-18325,50.20547945,2,-1256,3.44109589,4,1,1,0,0,0,0,0,0,Laborers,2,10,71
5009180,Seth,Male,Y,1,5,N,0,0,0,10,229500,6,Working,8,Incomplete higher,6,Married,10,Co-op apartment,9,-18325,50.20547945,2,-1256,3.44109589,4,1,1,0,0,0,0,0,0,Laborers,2,10,71
5009182,Sean,Male,Y,1,5,N,0,0,0,10,229500,6,Working,8,Incomplete higher,6,Married,10,Co-op apartment,9,-18325,50.20547945,2,-1256,3.44109589,4,1,1,0,0,0,0,0,0,Laborers,2,10,71
6153806,Daniel,Male,Y,1,5,N,0,0,0,10,229500,6,Working,8,Incomplete higher,6,Married,10,Co-op apartment,9,-18325,50.20547945,2,-1256,3.44109589,4,1,1,0,0,0,0,0,0,Laborers,2,10,71
5009186,Olivia,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17573,48.14520548,3,-5792,15.86849315,5,1,1,1,3,1,3,0,0,Managers,2,10,77
5009187,Kaitlyn,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17573,48.14520548,3,-5792,15.86849315,5,1,1,1,3,1,3,0,0,Managers,2,10,77
5009188,Katie,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17573,48.14520548,3,-5792,15.86849315,5,1,1,1,3,1,3,0,0,Managers,2,10,77
5009190,Carrie,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17573,48.14520548,3,-5792,15.86849315,5,1,1,1,3,1,3,0,0,Managers,2,10,77
5009191,Michaela,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-17573,48.14520548,3,-5792,15.86849315,5,1,1,1,3,1,3,0,0,Managers,2,10,77
5009198,Madison,Female,N,0,0,N,0,0,0,10,292500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20953,57.40547945,2,-8684,23.79178082,5,1,1,1,3,1,3,0,0,Accountants,2,10,74
5009201,Ashlee,Female,N,0,0,N,0,0,0,10,292500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20953,57.40547945,2,-8684,23.79178082,5,1,1,1,3,1,3,0,0,Accountants,2,10,74
5009202,Laura,Female,N,0,0,N,0,0,0,10,292500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20953,57.40547945,2,-8684,23.79178082,5,1,1,1,3,1,3,0,0,Accountants,2,10,74
6153809,Brooke,Female,N,0,0,N,0,0,0,10,292500,6,State servant,10,Secondary / secondary special,4,Married,10,House / apartment,10,-20953,57.40547945,2,-8684,23.79178082,5,1,1,1,3,1,3,0,0,Accountants,2,10,74
5009215,Brittney,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-12333,33.7890411,4,-860,2.356164384,2,1,1,1,3,1,3,0,0,Accountants,2,10,75
6153550,Kristina,Female,N,0,0,N,0,0,0,10,270000,6,Working,8,Higher education,8,Married,10,House / apartment,10,-12333,33.7890411,4,-860,2.356164384,2,1,1,1,3,1,3,0,0,Accountants,2,10,75
5009222,Tabitha,Female,Y,1,5,N,0,0,0,10,225000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-14667,40.18356164,3,-798,2.18630137,2,1,1,1,3,0,0,0,0,Managers,2,10,72
5009225,Cynthia,Female,Y,1,5,N,0,0,0,10,225000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-14667,40.18356164,3,-798,2.18630137,2,1,1,1,3,0,0,0,0,Managers,2,10,72
5009236,Rita,Female,Y,1,5,N,0,0,0,10,225000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-14667,40.18356164,3,-798,2.18630137,2,1,1,1,3,0,0,0,0,Managers,2,10,72
5009241,Glenn,Male,Y,1,5,N,0,0,0,10,157500,6,Working,8,Incomplete higher,6,Married,10,With parents,6,-10611,29.07123288,5,-982,2.690410959,2,1,1,0,0,1,3,0,0,Drivers,2,10,72
5009246,Gina,Female,N,0,0,N,0,0,0,10,135000,6,Commercial associate,6,Secondary / secondary special,4,Married,10,House / apartment,10,-14201,38.90684932,4,-2139,5.860273973,5,1,1,0,0,1,3,0,0,,2,10,69
5009249,Justin,Male,Y,1,5,N,0,0,1,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9957,27.27945205,5,-921,2.523287671,2,1,1,1,3,0,0,0,0,Drivers,3,8,70
5009252,Donald,Male,Y,1,5,N,0,0,1,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9957,27.27945205,5,-921,2.523287671,2,1,1,1,3,0,0,0,0,Drivers,3,8,70
5009253,Paul,Male,Y,1,5,N,0,0,1,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9957,27.27945205,5,-921,2.523287671,2,1,1,1,3,0,0,0,0,Drivers,3,8,70
6153557,Andrew,Male,Y,1,5,N,0,0,1,8,135000,6,Working,8,Secondary / secondary special,4,Married,10,House / apartment,10,-9957,27.27945205,5,-921,2.523287671,2,1,1,1,3,0,0,0,0,Drivers,3,8,70
5009257,Donna,Female,N,0,0,N,0,0,0,10,144000,6,Working,8,Secondary / secondary special,4,Single / not married,2,House / apartment,10,-15970,43.75342466,3,-8987,24.62191781,5,1,1,0,0,0,0,0,0,Cleaning staff,1,10,59
5009260,Mariah,Female,N,0,0,N,0,0,0,10,202500,6,State servant,10,Higher education,8,Married,10,With parents,6,-14562,39.89589041,4,-1287,3.526027397,4,1,1,0,0,1,3,0,0,Core staff,2,10,72
